title,year,hint_1,hint_2,hint_3,hint_4
The Bad News Bears Go to Japan,1978,"A third entry in a franchise that had already exhausted its premise by the second film, which is the kind of decision studios used to make with confidence.","A scheming promoter drags a Little League team across the Pacific for an international exhibition game, which is somehow the plot of an actual theatrical release.","We've been at this long enough. The first four words of the title are a baseball movie you already know. The last two words are a country.","Tony Curtis hustling kids through Tokyo. The title literally tells you the team and the destination."
The Benchwarmers,2006,"A mid-2000s Happy Madison production from the era when Adam Sandler's friends were each handed a movie regardless of whether anyone asked.","Three grown men form a baseball team to take on actual children, which sounds like a crime but is presented as inspiring.","You're making this harder than it is. The title is what you call players who don't get to play. One word. Plural.","Rob Schneider, David Spade, and Napoleon Dynamite getting revenge on bullies via Little League. The title is where unused players sit."
The Best of Times,1986,"A 1986 comedy about middle-aged men trying to relitigate a high school football game, which is either a movie or a description of every class reunion.","A small-town banker convinces his old quarterback to restage the game he lost in 1972, because nothing says ""moving on"" like reassembling the entire opposing team.","Look, I'm not judging you. I am, but I'm not showing it. The title is a Dickens opening line, minus the famous second half.","Robin Williams and Kurt Russell in shoulder pads, trying to drop a pass that was caught in their nightmares for thirteen years."
The Big Green,1995,"A mid-90s Disney sports comedy from the brief window when the studio believed every children's sport could support its own Mighty Ducks.,A British teacher arrives in a Texas town and decides what these depressed American children really need is soccer","which is the most British solution imaginable.,This one has been on television roughly four hundred times. The title is two words. The first is a size. The second is a color associated with grass.,Steve Guttenberg as a small-town sheriff coaching youth soccer. The title describes the team and also","coincidentally","the field."
The Big Lebowski,1998,"A neo-noir from two brothers who decided Raymond Chandler would be funnier if the detective was a bowler in a bathrobe drinking White Russians.","The plot involves a rug that really tied the room together, a ransom drop gone wrong, a severed toe, and a ferret in a bathtub that is not actually a ferret.","The audience at home figured this out. Bowling alley. Nihilists. A Vietnam vet with anger issues quoting the rules of Shabbos. The Dude abides.","His name rhymes with ""Crowbowski."" He prefers to be called The Dude. Or His Dudeness. Or Duder. Or El Duderino, if you're not into the whole brevity thing."
The Bingo Long Traveling All-Stars & Motor Kings,1976,"A mid-seventies film that tried to make a comedy out of the Negro Leagues, which is a tonal tightrope that maybe two studios in history would have greenlit.","A barnstorming squad of Black ballplayers in the 1930s who realize that if the league won't pay them what they're worth, they'll take the show on the road and out-hustle, out-hit, and out-clown everyone they meet.","You've seen this. A roster of comedy legends in flannel uniforms, a pitcher with a name that sounds like a county fair game, and a barnstorming bus rolling through small-town America.","Billy Dee Williams as the pitcher. James Earl Jones cracking homers. Richard Pryor pretending to be Cuban to break into the majors. You've got the whole roster now."
The Black Stallion,1979,"A 1979 family film produced by Francis Ford Coppola, which is not a sentence you expect to type, and yet here we are.","The first act is almost entirely silent — a boy, a horse, an island, and a cinematographer clearly hoping for an Oscar nomination.","Either you haven't seen this, or you have and that's somehow worse. A shipwreck, a deserted beach, and an old trainer who teaches the kid to race.","A boy. An Arabian. A beach gallop scored like a religious experience. The title is two words, one of them a color, the other a male horse."
The Black Stallion Returns,1983,"A 1983 sequel that asked the question, ""What if we took the quiet, lyrical original and added kidnappers, the Sahara, and a confusing amount of geopolitics?""","The boy from the first film travels to North Africa to retrieve his horse from desert tribesmen, which is a lot of plot for an animal that mostly needs to be brushed.","At this point I have to ask — did you guess the first one and then assume there couldn't possibly be a sequel? Because there is, and the title tells you exactly what happens.","Same boy. Same horse. The horse comes back. The title is the previous answer plus one word."
The Boys in the Boat,2023,"A film about Depression-era rowing released in 2023, because apparently the algorithm decided what audiences were missing was nine guys pulling oars in unison.","The Berlin Olympics, a working-class crew from the Pacific Northwest, and Hitler in the stands looking displeased. You can probably guess how that ends.","The fact that you're still guessing tells me something about you. Picture a long narrow vessel, eight rowers, one coxswain shouting, and a coach played with maximum gravel.","The title is exactly what's in the water. The young men are in the thing. The thing floats. Connect the dots."
The Champ,1979,"A 1979 remake of a 1931 weeper, designed from the ground up to make grown men cry in public and then deny it on the car ride home.","A washed-up boxer with a drinking problem and a small son climbs back into the ring for one more fight, and if you've ever seen a movie before, you know how that ends.","I want you to think carefully about what you actually know. There is a boxer. He is referred to by a single word. That word is also the title.","Jon Voight in the ring, Ricky Schroder sobbing the words ""Wake up"" — the title is what the kid keeps calling him."
The Color of Money,1986,"A sequel arriving twenty-five years after the original, because apparently pool halls needed another visit and one actor needed his Oscar.","An aging hustler takes a cocky young player under his wing, teaches him to lose on purpose, and then regrets every single decision that followed.","Let me be direct with you. Pool cues, smoky bars, a kid with a pompadour spinning his stick like a drum major, and a mentor who finally got the statue the Academy owed him.","Paul Newman. Tom Cruise. A pool cue case. The title is a hue and a currency, in that order."
The Cutting Edge,1992,"A 1992 romance built on the premise that the only thing more dangerous than a triple axel is two attractive people who hate each other on a small sheet of ice.","A washed-up hockey player and a figure skater with the personality of a hairdryer are forced to pair up, which in movie-language means they will be making out by the third act.","You know this one — enemies-to-lovers, blades on ice, an Olympic dream, and a coach who looks like he's aged sixty years from frustration alone.","""Toe pick."" That's it. That's the line everyone remembers. Off you go."
The Cutting Edge: Going for the Gold,2006,"A 2006 direct-to-television sequel made fourteen years after the original, for the demographic of people who said, ""I liked that one movie, but what if it were on ABC Family?""","A new generation of mismatched skaters bicker their way to Olympic qualification, proving that the formula works regardless of whether anyone involved is famous.","Here's what I know about you right now — you're guessing this is some prestige drama. It is not. It is the second one of these, with a colon and a subtitle.","Same plot as the previous answer. Add a colon. Add ""Going for the Gold."" You're done."
The Express,2008,"A 2008 biopic about the first Black Heisman winner, made in that specific late-2000s mode where every inspirational sports story had to have a slow piano cover of a hymn.","Ernie Davis ran so hard at Syracuse that opposing fans threw bottles at him, and the movie does not flinch from showing exactly which decade this took place in.","This is the part where I stop being polite about it. His nickname was the title. He ran fast. It's a kind of train. Connect the dots.","Dennis Quaid coaches, Rob Brown carries the ball, and the nickname comes from a train that doesn't stop."
The Fan,1996,"A mid-nineties thriller about baseball obsession, made back when stalking a celebrity required actual effort instead of just a phone.","A knife salesman with a failing marriage decides his favorite center fielder owes him a personal relationship, which is the kind of logic that ends with someone in a swimming pool.","I'm going to need you to search your memory more aggressively. A $40 million contract, a slumping slugger, and a superfan whose devotion curdles into something with a blade.","Robert De Niro in a Giants cap, a rain-soaked final at-bat, and a title so simple it's basically a job description."
The Game Plan,2007,"A 2007 family comedy in which a wrestler-turned-actor discovers that the hardest opponent he'll ever face is a small child with a tutu and unwavering eye contact.","The plot hinges on a quarterback discovering he has a daughter, which sets up the cinematic experience of watching a 6'5"" man learn ballet positions from a coach who barely clears his belt.","Consider what you're admitting by not having gotten this yet. A Disney movie. A football star. A surprise daughter. A bedazzled bulldog.","The Rock. Tutus. A team called the Rebels. The title is two words and one of them is what a coach draws on a clipboard."
The Hurricane,1999,"A late-90s biopic about a middleweight boxer whose biggest fight took place entirely outside the ring, in a system that wasn't interested in being fair.","Bob Dylan wrote a protest song about this man in 1975 and it still wasn't enough — it took a Brooklyn teenager and some Canadians to actually get him out.","Take a breath. Think about what decade you're in. A boxer named Rubin. A wrongful conviction. A storm of a nickname that became the title.","Denzel got nominated for this one. The title is the boxer's ring name, and it's also what hits Florida every September."
The Hustler,1961,"A black-and-white film from the early sixties that made smoky pool halls look like cathedrals and treated nine-ball like a moral test.","The antagonist is a heavyset gentleman who chalks his cue like he's performing surgery and barely says a word for the entire marathon match. He was better known for a variety show with a lot of ""Honeymooners.""","Between you and me, this is embarrassing. A pool cue, a flask, a green felt table, and a guy named Fast Eddie who can't get out of his own way.","Minnesota Fats. A broken thumb. A woman who deserved better. The title is what Fast Eddie is, and what you're starting to feel like."
The Iron Claw,2023,"A 2023 film about a wrestling dynasty so cursed it makes the Kennedys look like a low-drama family reunion.","A Texas family, a domineering father with a ranking system for his own sons, and a finishing move that gives the movie its name.","Whatever you're doing isn't working. The Von Erich brothers. Professional wrestling in the 80s. A title that's also a signature hold.","Zac Efron got enormous for this. The title is two words — the first is a metal, the second is what a crab has."
The Karate Kid,2010,"A 2010 remake that relocated a very California story to Beijing and quietly replaced one martial art with a completely different one, while keeping the title anyway.","A kid from Detroit gets dropped into a country where he doesn't speak the language, gets beat up by twelve-year-olds with better technique than most adults, and learns discipline from the building's maintenance guy.","I want to give you the benefit of the doubt here, but — the kid hangs his jacket up. Then he picks it up. Then he hangs it up again. For days. That's the whole training montage.","Jacket on, jacket off. The title is technically a lie about which martial art is being taught, but nobody cared."
The Karate Kid Part III,1989,"A 1989 sequel in which the villain returns with a rich friend who has decided that destroying a teenager is a reasonable use of his fortune.","A bonsai tree subplot, a cliffside training montage, and a tournament finale that is essentially the first film again with worse lighting.","We've been at this long enough. Daniel. Miyagi. Cobra Kai is back. The title has a number in it.","Crane kick optional this time. The franchise name plus the Roman numeral for three."
The Legend of Bagger Vance,2000,"A turn-of-the-millennium fable in which a famous director who once made movies about gangsters and Vietnam decided what America really needed was a mystical Southern golf parable.","A shell-shocked World War I veteran has lost his swing, which in this movie is both a literal golf problem and a metaphor so insistent it practically wears a name tag.","You're making this harder than it is — a Depression-era Georgia golf tournament, a haunted war hero, and a caddy who may or may not be an angel.","The caddy's name is the second half of the title. The golfer's name is Rannulph Junuh. One of those words rhymes with ""swagger"" and I am out of ideas."
The Longest Yard,1974,"A 1970s prison movie that figured out you could make the warden the real villain if you just gave the inmates a football and a grudge.","A washed-up quarterback gets thrown in prison, then gets asked to throw a game, and has to decide which kind of throwing he's worse at morally.","Look, I'm not judging you. I am, but I'm not showing it. A mustachioed ex-pro QB, a sadistic warden, and a football game between convicts and guards that gets increasingly violent and increasingly satisfying.","Cons versus guards. A stolen Maserati to start it, a touchdown to end it, and a title that's a football measurement stretched into a sentence."
The Love Bug,1968,"A late-60s Disney film about a sentient Volkswagen, which was somehow not the strangest thing the studio released that decade.","The car has a mind of its own, a number painted on the hood, and more personality than most of the humans it shares scenes with.","This one has been on television roughly four hundred times. A racing Beetle named Herbie. The number 53. A title that sounds like a Beatles B-side.","Herbie. White VW. Red and blue stripes. The title is two words — the first is an emotion, the second is what the car technically is."
The Mighty Ducks,1992,"A Disney film so commercially successful it convinced the company to start an actual NHL franchise, which is how corporate decisions used to work.","A disgraced lawyer is sentenced to community service coaching a team of children who cannot skate, and somehow this becomes a trilogy and a television empire.","The audience at home figured this out. Pee-wee hockey. The Flying V. A quack-quack-quack chant that has lived rent-free in someone's head since 1992.","Emilio Estevez in a tracksuit, plus the name of the bird the team is named after, plus an adjective meaning powerful."
The Natural,1984,"A film that treats baseball like Arthurian legend, complete with a bat carved from a tree struck by lightning, because subtlety was not on the menu.","A middle-aged rookie shows up out of nowhere with a homemade bat called Wonderboy, and somehow this is the least mythological thing about him.","You've seen this. The final home run hits the stadium lights and sparks rain down like the Fourth of July, and a John Williams score swells until your grandfather starts crying in the next room.","Roy Hobbs. A silver bullet. A woman in white in the stands. The title is what he was, and what the marketing department wanted you to think about him."
The Next Karate Kid,1994,"An attempt to keep a franchise alive by swapping out the teenage boy for a teenage girl and hoping nobody noticed the diminishing returns.","The wise old sensei takes on a new pupil, and somewhere in here there's a prom, a monastery full of Buddhist monks, and a future two-time Oscar winner in her film debut.","Either you haven't seen this, or you have and that's somehow worse. The fourth installment of a franchise where the original kid has been quietly retired and nobody talks about it.","Hilary Swank, before the Oscars, kicking a bully in a tuxedo. Mr. Miyagi is still here. The title tells you exactly what number sequel this is without using a number."
The Perfect Game,2009,"A 2009 inspirational sports movie based on a true story, which is the genre equivalent of comfort food served at room temperature.","A group of boys from Monterrey crosses the border and proceeds to embarrass every Little League team the United States can throw at them in 1957.","At this point I have to ask — have you ever watched a movie where a priest, a coach, and a bunch of underdog kids win a championship and you didn't see the ending coming from the opening credits?","Little League. World Series. The title is the thing every pitcher dreams of throwing, and one of these kids actually does."
The Pride of the Yankees,1942,"A 1942 biopic released barely a year after its subject's death, made while a grieving nation needed a saint in pinstripes more than it needed a complicated man.","The studio cast the tallest, most all-American leading man they could find to play a first baseman, then had to teach him to swing left-handed by flipping the film in post. Movie magic, 1942 edition.","The fact that you're still guessing tells me something about you. Specifically, that you have never sat through a rain delay listening to a broadcaster quote the ""luckiest man on the face of the earth"" speech.","Number 4. Yankee Stadium. ALS. A farewell address at home plate that ends with ""luckiest man"" — and the title is what the team had plenty of."
The Program,1993,"A college football drama that had to edit out a scene where players lay down in the middle of a road, because audiences apparently took it as a suggestion.","The coach is played with leathery menace, the star quarterback drinks his breakfast, and somewhere in this mess is a romance subplot involving tutoring.","I want you to think carefully about what you actually know. Major university football, steroids, alcoholism, academic fraud, and the word in the title is the bland bureaucratic euphemism every athletic department uses for all of it.","ESU Timberwolves. Halle Berry as the tutor. The title is one word, and it's what every coach calls his football team when he's pretending it's about education."
The Replacements,2000,"A 2000 sports comedy built entirely around a real labor dispute from 1987, repackaged as a feel-good underdog story where the union guys are the villains.","A washed-up quarterback, a sumo lineman, a deaf tight end, and a SWAT team cop walk onto a football field, and the cheerleaders are recruited from a strip club. This is the actual plot.","Let me be direct with you. The team dances to ""I Will Survive"" in a jail cell. That is a scene in this movie. That should be enough.","Keanu Reeves throwing touchdowns for the Washington Sentinels, coached by Gene Hackman. The title is what they are — the guys who fill in when the real players walk out."
The Rookie,2002,"A 2002 Disney film based on a true story, which means the actual events were probably 30% as dramatic and 80% as Texan.","A high school chemistry teacher and baseball coach makes a bet with his losing team and ends up throwing 98 mile per hour fastballs in a Major League tryout in his late thirties.","You know this one. The wife is skeptical, the kids are adorable, the dad is supportive in that gruff way only movie dads from small Texas towns can be, and somebody throws a baseball at a radar gun next to a highway.","Jim Morris. Tampa Bay Devil Rays. The title is one word and it's a baseball term for the guy everyone in the dugout calls ""kid"" — except this one is 35."
The Sandlot,1993,"A 1993 film that has somehow become the entire personality of every man who played Little League and now owns a smoker.","A summer, a junkyard dog mythologized into a beast, and a baseball signed by Babe Ruth hit over a fence by a kid who didn't know what he was holding.","Here's what I know about you right now — you've heard the phrase ""You're killing me, Smalls"" approximately four hundred times in your life and you still can't name the movie it's from.","Squints kissing Wendy Peffercorn at the public pool. The Beast. ""For-ev-er."" The title is the dirt lot they play on."
The Scout,1994,"A 1994 baseball comedy that turns into a psychological drama in the third act, which is a tonal pivot that nobody asked for.","A talent hunter banished to rural Mexico discovers a pitcher who throws 100 miles per hour and hits home runs every at-bat, and the Yankees offer $55 million before anyone checks if he's, you know, okay.","This is the part where I stop being polite about it. The title is the protagonist's job. The job has one word. That word is in the title. There is nothing else in the title.","Albert Brooks as the title character, Brendan Fraser as the unstable phenom, and a climactic World Series game one start. You've been told everything."
The Slugger's Wife,1985,"A 1985 Neil Simon screenplay that nobody really remembers, which is impressive given how much of the 80s Neil Simon was responsible for.","An Atlanta Braves outfielder falls for a singer, marries her, and his batting average becomes psychologically dependent on whether she's in the stands, which is not a healthy dynamic for anyone involved.","I'm going to need you to search your memory more aggressively. The title is a possessive — it tells you who the main character is married to and what he does for a living. Both pieces of information are right there.","Baseball plus marriage plus the 1980s plus a soundtrack full of pop songs. The title names her by her relationship to him, which tells you everything about how the movie sees her."
The Smashing Machine,2025,"A 2025 prestige drama in which the world's most bankable bald action star decided he wanted an Oscar conversation, and submitted himself to a prosthetics team that obliged.","The real-life subject was an early MMA legend back when the sport was still essentially a bar fight with a referee, and the film treats his opioid problem with more tenderness than his opponents ever did.","Consider what you're admitting by not having gotten this yet. The title is two words. One of them is a verb you do to a guitar at the end of a concert.","Emily Blunt plays the girlfriend, the Rock plays the fighter, and a24 plays the studio hoping you'd take it more seriously than you did."
The Way Back,2020,"A 2020 drama released directly into a pandemic, which is fitting because it's about a man drinking alone in a kitchen for ninety minutes before remembering he used to be good at something.","The lead actor was, at the time, very publicly in recovery himself, which gave the performance a quality that no amount of preparation could fake — including the giant Dunkin' cup he's been photographed with on every sidewalk in Los Angeles.","Take a breath. Think about what decade you're in. Now think about a Catholic high school, a basketball team, and a coach who is clearly not okay.","Batman, hungover, holding a clipboard. The title is two words and points in the direction the coach is trying to go."
The World's Fastest Indian,2005,"A 2005 biopic about a charming old man from New Zealand who builds something in his shed for forty years, which is either inspiring or a cry for help, depending on your marriage.","The motorcycle in question is not from the country you're thinking of — it's a brand name, and the bike is older than most of the people watching this movie.","Between you and me, this is embarrassing. The film takes place largely on the Bonneville Salt Flats, and the protagonist is going for a land speed record.","Anthony Hopkins, a 1920 motorcycle, and a title that sounds like a geography mistake but isn't."
The Wrestler,2008,"A 2008 comeback vehicle for an actor whose face had been through more reconstruction than the script, which is partly why the casting worked.","Bruce Springsteen wrote the title song for free because he'd read the screenplay and understood that this was a film about a man who can only be loved by strangers.","Whatever you're doing isn't working. The title is the protagonist's profession. He performs it in spandex.","Mickey Rourke, a deli counter, a staple gun, and a daughter who has had enough. The title describes the job."
Thrashin',1986,"A 1986 artifact from when Hollywood discovered skateboarding and decided the correct response was to make West Side Story on wheels.","The lead would go on to be a respected character actor with an Oscar nomination, which makes rewatching his teenage skate-rival performance here feel like finding your dentist's high school yearbook.","I want to give you the benefit of the doubt here, but — the title is the apostrophe-G-dropped version of a verb that means ""shredding.""","Josh Brolin, Venice Beach, the Daggers, and a downhill race called the L.A. Massacre. The title rhymes with ""crashin'."""
Tin Cup,1996,"A 1996 sports romance from the writer-director who'd already cornered the market on ""athletes who talk too much and sleep with the wrong women.""","The climax involves the hero refusing, repeatedly, to lay up on a par five — which is either the most romantic gesture in golf history or grounds for divorce, depending on whether you've ever played the sport.","We've been at this long enough. It's a golf movie. The title is the hero's nickname and it's made of metal.","Kevin Costner at a driving range, Rene Russo as the therapist, and a 12 on the final hole. The title is two words and one of them holds liquid."
Trouble with the Curve,2012,"A 2012 baseball drama released the same year a certain actor delivered a monologue to an empty chair, which somewhat overshadowed his acting output.","The plot hinges on the idea that algorithms are bad and weathered old men squinting at teenagers are good, which is a thesis the film commits to with admirable stubbornness.","You're making this harder than it is. It's a baseball term, it's also a metaphor for life, and the title is right there in the tagline if you tilt your head.","Clint Eastwood, Amy Adams, and a kid who can't hit a breaking ball. The title is what the kid has."
Turbo,2013,"A 2013 DreamWorks effort built on the premise that what kids really wanted was a snail that goes fast, which is the kind of pitch that only survives a meeting because someone laughed at the wrong moment.","The hero is a garden mollusk who dreams of the Indianapolis 500, which is biologically and logistically insane, but here we are.","Look, I'm not judging you. I am, but I'm not showing it. The tagline is a riff on a very famous car franchise, and the title is a thing that makes cars go faster.","A snail. The Indy 500. Ryan Reynolds voicing the snail. The title is what you press in a video game to go very fast."
Uncle Drew,2018,"A 2018 feature film expanded from a series of Pepsi commercials, which tells you everything about the state of American cinema in the late 2010s.","The premise required NBA stars to spend hours in old-age prosthetics so they could pretend to be bad at basketball before revealing they were, in fact, NBA stars.","This one has been on television roughly four hundred times. The title character is an old man at a park who is secretly excellent at basketball.","Kyrie Irving in gray makeup, Shaq in gray makeup, and Lil Rel Howery wondering what he signed up for. The title is the character's name."
Varsity Blues,1999,"A late-90s film that understood something true about Texas — that high school football isn't a sport there, it's a municipal religion with its own clergy and human sacrifices.","The coach is played as a small-town tyrant in a windbreaker, the kind of man who believes a torn ligament is a character flaw and painkillers are a coaching strategy.","The audience at home figured this out — a whipped cream bikini, a second-string quarterback reading Slaughterhouse-Five on the sidelines, and a town that has confused teenagers with gladiators.","""I don't want your life."" The quarterback wore number 4, the jacket on the poster has a letter on it, and the second word rhymes with ""clues."""
Vision Quest,1985,"A 1985 sports drama that exists in the specific corner of the decade where every teenage boy was apparently one Madonna cameo away from enlightenment.","The protagonist is cutting weight to wrestle a guy two classes above him, while a drifter who moved into his house stares at him like she's evaluating produce.","You've seen this. Spokane, Washington. A high school wrestler tapes his ribs, runs the streets at dawn, and gets a nosebleed at exactly the dramatic moment.","Louden Swain. Matthew Modine. A Journey song you didn't know was from anything, and a singular life-changing match against a guy named Shute."
Warrior,2011,"A 2011 film that asked the question — what if we made the most emotionally devastating movie of the year, and then set it inside a cage?","Two estranged brothers, one a Marine, one a physics teacher, both somehow end up in the same mixed martial arts tournament, because screenwriters love a bracket.","Either you haven't seen this, or you have and that's somehow worse, because the ending broke people who walked in expecting a fight movie.","Nick Nolte, gravel-voiced and wrecked, listening to Moby Dick on tape while his sons try to choke each other unconscious for a championship belt."
We Are Marshall,2006,"A 2006 film about the kind of true story Hollywood treats like a sacred object — small town, big tragedy, football as resurrection.","A plane goes down in 1970 and takes nearly an entire college football program with it. The movie that follows is essentially a town learning how to breathe again.","At this point I have to ask — does a Texas drawl coaching a West Virginia team through grief ring any bells?","Matthew McConaughey doing a voice that is somehow not his own, a thundering chant from the title, and a green and white uniform."
Whip It,2009,"A 2009 directorial debut from an actress best known for playing a quirky cheerleader who could bend reality with her pinky.","A Texas teenager trades a beauty pageant sash for fishnets and elbow pads, which is the kind of character arc that only makes sense on eight wheels.","The fact that you're still guessing tells me something about you. There's a roller derby track, a fake ID, and a team full of women with names like Smashley Simpson and Babe Ruthless.","Elliot Page on skates, Kristen Wiig in war paint, and a title that's also the name of a Devo song."
White Men Can't Jump,1992,"A 1992 film built entirely around the premise that trash talk is its own American art form, and Venice Beach is the gallery.","Two hustlers running the same scam on each other agree to team up, which works for roughly the duration of one good streak before everything falls apart over Jeopardy.","I want you to think carefully about what you actually know — pickup basketball, a Jheri curl, and a girlfriend obsessed with becoming a game show contestant.","Billy Hoyle. Sidney Deane. The title tells you exactly what one of them cannot do, until of course, he does."
Wildcats,1986,"A mid-80s sports comedy that asked the searing question: what if a woman coached inner-city high school football, and also what if Wesley Snipes and Woody Harrelson were on the team before anyone knew who they were.","The protagonist is a track coach who takes a football job nobody wants, at a school nobody wants, with players who don't want her. The 80s loved this premise.","Let me be direct with you. The lead actress was already an Oscar winner by this point, blonde, famously giggly, and had a daughter named Kate who would later have her own career.","Think Private Benjamin, but with a clipboard and a whistle instead of fatigues."
Wimbledon,2004,"A 2004 romantic comedy that asked what would happen if you crossed a sports underdog story with a Working Title film, and the answer was ""polite applause.""","A washed-up British tennis player on his farewell tour accidentally falls for the American phenom in the women's draw, and his serve mysteriously improves.","You know this one. Strawberries and cream, an inner monologue during every rally, and the most famous grass court in the world being treated as a meet-cute location.","Paul Bettany and Kirsten Dunst. The title is the tournament. The tournament is the title. Move along."
Wind,1992,"A 1992 film for the seventeen people in America who consider yacht racing a spectator sport, and the rest of us who learned what a spinnaker was for two hours.","An American crew loses the America's Cup to the Australians, which apparently is the kind of national wound that requires an experimental boat and a redemption arc.","Here's what I know about you right now — you have not thought about competitive sailing once today, and this movie isn't going to change that.","Matthew Modine again, Jennifer Grey post-nose, and a title that is exactly what fills a sail."
Without Limits,1998,"A 1998 biopic about a runner who became a legend partly through talent and largely through dying young in a sports car on an Oregon road.","The second film in two years about the same Oregon track star, which says something about late-90s Hollywood's commitment to short distance running.","This is the part where I stop being polite about it — the subject's nickname is in the tagline, in capital letters, three letters long.","Steve Prefontaine. Bill Bowerman inventing the waffle sole on his wife's iron. A mustache that defined a generation of distance running."
Young Black Stallion,2003,"A 2003 family film that exists primarily as a prequel nobody asked for to a 1979 classic everybody loved.","A girl gets lost in the North African desert and befriends a wild horse, which is the kind of survival strategy that only works in movies rated G.","I'm going to need you to search your memory more aggressively, because this was released in IMAX and still nobody remembers it.","The title gives you the color of the horse and the age of the horse. The third word is the animal. We are done here."
Youngblood,1986,"A mid-80s sports drama that asked the important question: what if we took the hairspray budget of a Bon Jovi video and applied it to minor league hockey?","A hotshot American farm kid heads north to play in a Canadian league where the unwritten rule is that puck skills are nice but you'd better be willing to bleed on the ice for them.","Consider what you're admitting by not having gotten this yet — a pretty-boy phenom, a mustachioed enforcer mentor who later did the lift in a different movie entirely, and a coach's daughter who exists primarily to be kissed between periods.","Rob Lowe on skates, Patrick Swayze as the veteran taking him under his wing, and a title that's one word, two halves, and describes exactly what the protagonist is."
